表,指标栏,零点,形态,可建阶梯,说明,族
I_ip_player.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
I_ip_player.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
K01_risk_feature_matrix.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
K01_risk_feature_matrix.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01_risk_feature_matrix.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01_risk_feature_matrix.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01_risk_feature_matrix.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01_risk_feature_matrix.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01_risk_feature_matrix.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
K01_risk_feature_matrix.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
K01b_seed_manual.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
K01b_seed_manual.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
K01b_seed_manual.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01b_seed_manual.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01b_seed_manual.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
K01b_seed_manual.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
K01b_seed_manual.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
K01b_seed_manual.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
K01c_seed_dated.csv,roi,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,ROI
K01c_seed_dated.csv,net_margin_bet23_formal_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_bet23_formal_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_lv1_bet23_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_lv1_bet23_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_chain_additive_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_chain_nested_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_chain_additive_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,net_margin_chain_nested_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
K01c_seed_dated.csv,profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
K01c_seed_dated.csv,ngr,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
K01c_seed_dated.csv,p50_profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
K01c_seed_dated.csv,residual_chain_additive,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,residual_chain_nested,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,residual_b,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,residual_a,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,residual_b_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,residual_a_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
K01c_seed_dated.csv,hold_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,hold
K01c_seed_dated.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
L_label_dist.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
L_label_dist.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
L_label_dist.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
L_label_dist.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
L_label_dist.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
L_label_dist.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
L_label_dist.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
L_label_dist.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
P_player_month.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
P_player_month.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
P_player_month.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
P_player_month.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
P_player_month.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
P_player_month.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
P_player_month.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
P_player_month.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
P01A_crosstab.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
P01A_crosstab.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01A_crosstab.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01A_crosstab.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01A_crosstab.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01A_crosstab.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01A_crosstab.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
P01A_crosstab.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
P01B_diff_ratio.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
P01B_diff_ratio.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
P01B_diff_ratio.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01B_diff_ratio.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01B_diff_ratio.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
P01B_diff_ratio.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01B_diff_ratio.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01B_diff_ratio.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
P01B_diff_ratio.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
